userId,itemId,rating
7,954,5.0
7,955,3.0
7,956,5.0
7,967,5.0
7,977,4.0
7,980,5.0
7,982,5.0
7,987,4.0
7,995,4.0
7,997,5.0
7,1025,3.0
7,1030,4.0
7,1033,3.0
7,1042,4.0
7,1043,4.0
7,1046,3.0
7,1052,3.0
7,1056,4.0
7,1061,3.0
7,1098,3.0
7,1112,3.0
7,1113,3.0
7,1114,2.0
7,1115,4.0
7,1116,3.0
7,1117,3.0
7,1133,3.0
7,1141,5.0
7,1144,1.0
8,32,5.0
8,44,2.5
8,46,5.0
8,49,5.0
8,101,4.0
8,233,3.5
8,255,2.0
8,267,4.0
8,285,5.0
8,322,4.0
8,407,4.5
8,467,3.5
8,471,2.0
8,473,5.0
8,488,5.0
8,523,4.0
8,526,4.5
8,551,4.0
8,662,3.5
8,696,5.0
8,954,3.5
8,955,4.0
8,956,4.0
8,967,4.0
8,976,4.0
8,982,4.0
8,1013,4.0
8,1014,4.0
8,1020,3.0
8,1025,4.0
8,1046,4.0
8,1056,3.5
8,1103,0.5
8,1126,4.0
8,1132,3.0
8,1210,4.0
8,1240,3.0
8,1289,3.5
8,1295,5.0
8,1332,4.0
8,1353,4.0
8,1380,3.0
8,1391,5.0
8,1450,3.5
8,1524,5.0
8,1591,4.0
8,1661,3.0
8,1698,3.0
8,1745,4.5
8,1822,4.5
8,1840,4.0
8,1844,5.0
8,1865,3.5
8,1934,3.5
8,2005,5.0
8,2063,5.0
8,2174,3.5
8,2213,4.5
8,2219,2.5
8,2236,4.5
8,2242,3.5
8,2249,3.5
8,2274,3.0
8,2289,4.5
8,2341,5.0
8,2375,4.0
8,2532,4.5
8,2861,5.0
8,3128,3.5
8,3157,4.0
8,3200,4.0
8,3214,4.5
8,3221,3.5
8,3234,4.5
8,3368,5.0
8,3388,4.0
8,3513,2.5
8,3806,3.5
8,3813,3.5
8,3848,4.5
8,3857,4.0
8,3872,3.5
8,3874,3.5
8,3923,5.0
8,4104,3.5
8,4140,4.5
8,4152,4.0
8,4240,4.0
8,4252,4.0
8,4260,3.0
8,4396,4.0
8,4418,3.5
8,4611,4.0
8,4612,3.0
8,4853,4.0
8,4856,5.0
8,4859,3.0
8,5021,3.5
8,5027,4.0
8,5128,4.0
8,5153,4.0
8,5449,2.5
8,5539,4.5
8,5584,4.0
8,5585,3.0
8,6103,3.5
8,6133,4.5
8,6140,4.5
8,6159,4.5
8,6179,3.5
8,6289,3.5
8,6297,3.5
8,6321,2.0
8,6358,3.5
8,6369,3.0
8,6381,3.0
9,1,4.0
9,17,4.0
9,26,3.0
9,35,5.0
9,46,3.0
9,285,4.0
9,445,4.0
9,462,4.0
9,473,5.0
9,479,5.0
9,526,4.0
9,536,5.0
9,616,2.0
9,858,5.0
9,937,3.0
9,1102,4.0
9,1103,4.0
9,1147,3.0
9,1232,2.0
9,1258,4.0
9,1335,4.0
9,1337,5.0
9,1353,4.0
9,1360,3.0
9,1394,5.0
9,1591,4.0
9,1686,4.0
9,1699,4.0
9,1778,4.0
9,1795,3.0
9,1799,3.0
9,1802,4.0
9,1814,4.0
9,1816,2.0
9,1822,4.0
9,1902,4.0
9,1907,4.0
9,1937,2.0
9,1993,3.0
9,2004,4.0
9,2036,2.0
9,2063,5.0
9,2104,3.0
9,2213,4.0
9,2288,4.0
10,49,5.0
10,132,4.0
10,285,4.0
10,310,3.0
10,311,4.0
10,525,3.0
10,617,4.0
10,841,3.0
10,881,3.0
10,892,2.0
10,905,4.0
10,954,4.0
10,955,4.0
10,956,4.0
10,958,4.0
10,967,4.0
10,977,3.0
10,995,4.0
10,1046,4.0
10,1103,5.0
10,1156,4.0
10,1182,3.0
10,1209,3.0
10,1283,5.0
10,1344,3.0
10,1353,4.0
10,1359,5.0
10,1459,2.0
10,1487,5.0
10,1669,3.0
10,1856,5.0
10,1917,4.0
10,1921,2.0
10,2036,4.0
10,2063,5.0
10,2264,5.0
10,2265,3.0
10,2273,3.0
10,2274,4.0
10,2310,3.0
10,2319,4.0
10,2334,2.0
10,2349,5.0
10,2406,2.0
10,2415,3.0
10,2426,4.0
11,49,5.0
11,66,1.0
11,115,4.0
11,149,3.0
11,267,5.0
11,643,4.5
11,650,3.5
11,745,5.0
11,832,4.5
11,959,5.0
11,1144,5.0
11,1482,3.0
11,1604,3.5
11,2080,4.5
11,2213,3.0
11,2731,3.0
11,4260,3.0
11,4719,5.0
11,5831,5.0
11,6540,5.0
11,6636,4.0
11,6902,4.5
11,7324,3.5
11,7526,4.5
11,7576,4.0
11,7620,4.5
11,7643,3.0
11,7652,4.0
11,7660,3.5
11,7844,4.0
11,7952,4.5
11,7954,4.5
11,7957,4.0
11,8113,4.0
11,8148,4.0
11,8183,4.0
11,8406,5.0
11,8455,5.0
12,226,3.0
12,475,1.0
12,483,3.0
12,536,2.0
12,577,1.0
12,618,4.0
12,619,3.0
12,833,1.0
12,837,2.0
12,869,3.0
12,955,1.0
12,972,5.0
12,977,5.0
12,986,2.0
12,991,5.0
12,1049,1.0
12,1115,1.0
12,1126,4.0
12,1304,2.0
12,1368,3.0
12,1786,2.0
12,1867,2.0
12,1968,4.0
12,2027,1.0
12,2136,2.0
12,2375,4.0
12,2531,2.0
12,2533,1.0
12,2554,3.0
12,2557,2.0
12,2644,4.0
12,2662,1.0
12,2720,4.0
12,2774,4.0
12,3017,3.0
12,3019,2.0
12,3023,2.0
12,3032,1.0
12,3034,5.0
12,3035,3.0
12,3037,4.0
12,3038,1.0
12,3040,3.0
12,3046,3.0
12,3059,5.0
12,3061,2.0
12,3062,2.0
12,3063,4.0
12,3073,2.0
12,3075,1.0
12,3089,3.0
12,3090,5.0
12,3091,3.0
12,3092,5.0
12,3094,2.0
12,3096,2.0
12,3098,3.0
12,3101,5.0
12,3105,3.0
12,3106,2.0
12,4500,4.0
13,1,5.0
13,46,2.5
13,101,4.0
13,250,4.0
13,267,3.5
13,285,4.5
13,322,5.0
13,327,4.5
13,428,3.0
13,471,3.5
13,473,4.0
13,476,4.0
13,521,3.0
13,524,4.0
13,736,4.0
13,741,3.5
13,832,3.0
13,1014,4.0
13,1020,2.5
13,1482,3.0
13,1524,4.0
13,1867,4.0
13,2063,3.0
13,2064,3.5
13,2212,4.0
13,2213,3.0
13,2249,3.0
13,2335,3.0
13,2341,3.0
13,2507,3.0
13,2532,4.0
13,2612,3.5
13,2710,3.5
13,2895,3.0
13,3420,4.0
13,3422,4.5
13,3428,2.5
13,3699,3.5
13,3802,4.5
13,3806,3.5
13,3872,4.5
13,4418,4.0
13,4611,4.5
13,5128,4.0
13,5174,4.5
13,6747,3.5
13,6917,4.5
13,7114,4.5
13,7270,4.0
13,7557,4.0
13,7671,4.5
13,7843,4.5
13,8019,3.0
14,527,1.0
14,954,4.0
14,1360,3.0
14,1600,3.0
14,1867,2.0
14,1905,3.0
14,2104,3.0
14,2148,2.0
14,2174,3.0
14,2178,2.0
14,2182,3.0
14,2292,2.0
14,2507,4.0
14,2539,2.0
14,2553,5.0
14,2682,3.0
14,2894,3.0
14,3001,4.0
14,3191,3.0
14,3193,4.0
15,1,2.0
15,2,2.0
15,5,4.5
15,6,4.0
15,10,3.0
15,11,2.5
15,14,2.5
15,16,3.5
15,17,3.0
15,19,1.0
15,21,4.5
15,22,2.5
15,25,3.0
15,32,4.0
15,33,3.0
15,35,1.0
15,38,2.5
15,43,3.0
15,46,5.0
15,49,5.0
15,50,2.5
15,59,2.0
15,66,0.5
15,77,5.0
15,87,3.0
15,88,1.5
15,94,4.0
15,97,1.0
15,99,2.0
15,101,3.0
15,102,5.0
15,103,2.5
15,112,4.0
15,114,3.5
15,125,3.5
15,129,5.0
15,130,3.0
15,133,1.0
15,137,2.0
15,140,0.5
15,141,3.0
15,142,4.0
15,143,2.0
15,144,4.0
15,145,3.0
15,150,2.5
15,152,1.0
15,155,4.0
15,156,4.0
15,160,3.0
15,164,2.0
15,171,1.0
15,174,2.0
15,175,1.5
15,185,1.5
15,189,2.0
15,190,4.5
15,191,1.0
15,197,4.0
15,199,1.0
15,203,1.0
15,204,3.5
15,205,4.0
15,206,4.0
15,208,4.0
15,210,3.5
15,219,5.0
15,220,2.0
15,225,2.0
15,226,2.0
15,233,5.0
15,238,1.0
15,259,2.0
15,263,1.0
15,264,5.0
15,267,5.0
15,269,4.0
15,275,5.0
15,276,4.0
15,277,4.0
15,283,3.0
15,284,1.0
15,285,2.0
15,289,2.5
15,295,1.5
15,301,2.0
15,305,2.5
15,308,3.0
15,310,2.0
15,315,3.0
15,319,3.0
15,321,0.5
15,322,1.0
15,323,3.5
15,329,4.0
15,332,2.0
15,335,3.5
15,336,2.0
15,337,3.0
15,338,3.5
15,342,4.0
15,345,4.0
15,347,3.5
15,380,1.0
15,381,4.0
15,384,3.0
15,385,1.0
15,390,2.5
15,391,4.0
15,392,1.0
15,404,3.0
15,407,5.0
15,415,2.5
15,420,3.0
15,423,3.0
15,428,3.0
15,429,3.0
15,431,1.0
15,433,0.5
15,442,4.0
15,448,3.0
15,455,1.5
15,456,2.0
15,467,3.5
15,471,2.5
15,473,4.0
15,480,3.0
15,484,2.0
15,485,1.5
15,486,5.0
15,488,3.0
15,493,5.0
15,495,2.0
15,499,4.0
15,500,3.5
15,504,3.0
15,513,3.0
15,520,2.0
15,521,1.0
15,522,0.5
15,523,4.0
15,524,3.0
15,525,4.0
15,526,5.0
15,527,2.5
15,530,2.5
15,536,5.0
15,538,3.0
15,551,2.5
15,561,1.5
15,562,4.0
15,570,2.0
15,572,3.0
15,578,3.0
15,581,2.0
15,600,3.0
15,608,3.0
15,611,2.0
15,616,3.5
15,618,1.0
15,623,3.0
15,626,2.5
15,627,4.0
15,636,2.0
15,643,4.0
15,645,2.5
15,649,2.5
15,650,3.0
15,651,0.5
15,653,1.5
15,656,3.0
15,657,5.0
15,659,1.0
15,660,4.5
15,661,3.5
15,676,1.0
15,680,2.0
15,693,4.0
15,696,5.0
15,700,4.0
15,721,5.0
15,725,5.0
15,726,5.0
15,730,5.0
15,731,4.0
15,732,2.5
15,733,4.0
15,734,5.0
15,735,4.0
15,736,1.5
15,738,1.0
15,741,3.0
15,742,3.5
15,744,1.0
15,745,5.0
15,746,5.0
15,747,3.0
15,752,1.0
15,774,3.0
15,803,4.0
15,825,2.0
15,840,2.0
15,841,4.0
15,844,5.0
15,849,2.5
15,858,1.5
15,859,4.0
15,867,3.0
15,871,4.0
15,876,3.0
15,880,2.0
15,881,4.0
15,884,2.5
15,885,2.0
15,886,4.0
15,887,4.0
15,889,4.0
15,891,2.5
15,892,3.0
15,900,1.0
15,905,4.0
15,909,2.5
15,913,2.5
15,916,3.5
15,917,3.0
15,931,4.0
15,933,3.0
15,936,4.0
15,938,3.0
15,939,4.0
15,942,2.0
15,945,4.5
15,948,3.5
15,952,5.0
15,954,5.0
15,955,1.0
15,956,4.0
15,957,1.0
15,958,4.0
15,959,3.5
15,961,4.0
15,962,2.0
15,963,5.0
15,964,3.0
15,965,5.0
15,966,4.5
15,967,5.0
15,968,1.5
15,969,3.0
15,970,3.0
15,971,4.0
15,972,1.5
15,974,2.0
15,975,4.0
15,976,3.0
15,977,1.0
15,978,5.0
15,979,4.0
15,980,4.0
15,982,4.0
15,985,4.0
15,986,3.0
15,987,4.0
15,989,3.0
15,990,4.0
15,991,3.5
15,995,3.0
15,998,2.0
15,999,5.0
15,1001,1.0
15,1002,5.0
15,1003,3.0
15,1004,3.0
15,1005,4.0
15,1006,3.0
15,1007,5.0
15,1009,3.5
15,1013,4.0
15,1014,3.0
15,1015,3.0
15,1017,1.5
15,1018,4.0
15,1019,3.0
15,1020,4.0
15,1021,4.0
15,1022,5.0
15,1025,5.0
15,1027,3.5
15,1031,2.5
15,1035,3.0
15,1036,1.0
15,1038,3.0
15,1039,3.0
15,1042,2.0
15,1043,4.0
15,1044,4.0
15,1045,3.0
15,1046,4.0
15,1048,4.0
15,1051,4.0
15,1056,3.0
15,1057,2.0
15,1058,3.0
15,1061,5.0
15,1066,3.0
15,1079,2.0
15,1080,2.0
15,1084,2.0
15,1087,2.0
15,1101,2.0
15,1103,1.0
15,1105,3.5
15,1111,3.0
15,1118,3.0
15,1121,2.5
15,1125,3.0
15,1126,4.0
15,1130,0.5
15,1132,3.5
15,1133,4.0
15,1135,4.0
15,1141,3.0
15,1143,5.0
15,1174,4.0
15,1186,4.0
15,1188,4.0
15,1194,3.0
15,1195,1.5
15,1198,3.0
15,1199,3.0
15,1200,3.0
15,1210,3.0
15,1212,1.5
15,1213,1.0
15,1217,2.0
15,1220,3.0
15,1225,1.0
15,1226,3.0
15,1235,1.0
15,1237,4.0
15,1240,1.5
15,1243,2.5
15,1244,1.5
15,1248,3.5
15,1252,4.0
15,1254,4.0
15,1258,4.0
15,1262,2.0
15,1270,2.0
15,1280,1.0
15,1282,3.0
15,1287,3.0
15,1288,3.0
15,1289,5.0
15,1295,4.0
15,1302,4.0
15,1304,4.0
15,1309,1.5
15,1310,3.0
15,1314,2.0
15,1316,3.0
15,1323,3.0
15,1331,3.0
15,1333,4.0
15,1335,3.0
15,1337,2.0
15,1343,4.5
15,1344,1.0
15,1347,3.0
15,1353,4.0
15,1358,4.0
15,1359,4.0
15,1360,1.5
15,1361,3.5
15,1365,1.0
15,1368,3.5
15,1371,0.5
15,1375,3.5
15,1376,4.0
15,1378,3.5
15,1379,1.0
15,1380,3.5
15,1391,2.0
15,1392,1.0
15,1394,3.0
15,1398,3.0
15,1407,3.0
15,1409,1.5
15,1411,2.5
15,1413,2.5
15,1419,4.0
15,1420,2.0
15,1422,3.5
15,1424,2.0
15,1430,4.0
15,1438,5.0
15,1439,4.0
15,1441,2.0
15,1450,2.0
15,1454,1.5
15,1455,4.0
15,1461,3.0
15,1465,2.5
15,1467,1.5
15,1472,3.5
15,1474,2.0
15,1477,5.0
15,1479,3.5
15,1481,2.0
15,1485,4.0
15,1487,4.5
15,1508,4.0
15,1513,3.0
15,1515,3.0
15,1516,3.0
15,1517,3.0
15,1518,4.5
15,1519,4.0
15,1524,3.5
15,1525,3.0
15,1527,3.0
15,1531,4.0
15,1557,2.5
15,1560,5.0
15,1563,3.0
15,1566,3.0
15,1568,4.0
15,1569,4.0
15,1573,3.0
15,1574,3.0
15,1575,1.0
15,1581,2.0
15,1582,4.5
15,1583,2.5
15,1588,2.0
15,1591,3.0
15,1603,2.0
15,1616,2.0
15,1620,2.5
15,1622,2.0
15,1625,4.5
15,1637,3.0
15,1661,2.0
15,1666,4.0
15,1669,4.5
15,1676,4.0
15,1685,2.0
15,1687,1.0
15,1692,3.5
15,1693,3.5
15,1699,3.0
15,1704,2.0
15,1709,3.0
15,1716,3.0
15,1717,3.0
15,1723,3.0
15,1729,4.0
15,1738,3.0
15,1745,4.0
15,1764,3.0
15,1765,4.0
15,1772,4.5
15,1777,3.5
15,1795,1.0
15,1796,2.5
15,1799,2.5
15,1802,2.5
15,1805,0.5
15,1811,3.0
15,1812,4.0
15,1814,3.0
15,1816,2.0
15,1822,3.5
15,1823,3.0
15,1829,2.0
15,1831,3.5
15,1835,4.5
15,1837,3.5
15,1840,2.0
15,1844,1.0
15,1847,3.0
15,1848,3.0
15,1850,2.0
15,1854,2.0
15,1863,1.0
15,1865,0.5
15,1867,2.0
15,1869,3.0
15,1871,2.0
15,1877,3.0
15,1880,1.0
15,1882,3.5
15,1889,3.0
15,1898,3.5
15,1902,3.0
15,1906,5.0
15,1907,2.0
15,1916,3.0
15,1917,3.5
15,1918,3.0
15,1924,4.5
15,1935,1.5
15,1937,3.0
15,1938,1.0
15,1949,2.0
15,1956,2.5
15,1963,3.5
15,1974,1.0
15,1984,4.0
15,1993,1.0
15,2004,3.0
15,2005,5.0
15,2007,0.5
15,2026,2.0
15,2036,2.5
15,2038,1.0
15,2039,1.0
15,2053,3.0
15,2060,0.5
15,2063,5.0
15,2064,5.0
15,2066,1.0
15,2067,3.0
15,2069,2.5
15,2070,3.0
15,2071,1.0
15,2074,1.0
15,2079,4.0
15,2082,1.5
15,2083,3.0
15,2084,3.0
15,2085,1.0
15,2095,1.0
15,2100,3.0
15,2104,2.5
15,2115,4.0
15,2121,3.0
15,2130,2.0
15,2139,4.0
15,2145,1.0
15,2148,1.0
15,2149,3.0
15,2155,3.0
15,2160,3.0
15,2161,3.0
15,2162,1.0
15,2163,1.5
15,2165,3.0
15,2166,3.0
15,2168,1.0
15,2169,1.0
15,2170,4.0
15,2171,1.0
15,2174,4.0
15,2175,3.5
15,2176,1.5
15,2180,2.0
15,2181,1.0
15,2184,2.5
15,2187,3.0
15,2211,1.0
15,2212,2.0
15,2213,1.0
15,2214,1.0
15,2218,2.0
15,2219,4.0
15,2236,4.0
15,2240,3.5
15,2242,4.0
15,2248,1.5
15,2260,3.0
15,2273,1.0
15,2274,2.0
15,2289,4.0
15,2301,4.0
15,2310,1.0
15,2319,4.0
15,2332,4.0
15,2335,1.0
15,2336,4.0
15,2338,1.5
15,2339,4.0
15,2341,4.0
15,2348,4.0
15,2367,5.0
15,2369,4.0
15,2372,1.0
15,2375,5.0
15,2386,4.0
15,2389,2.0
15,2395,4.0
15,2397,3.0
15,2399,4.0
15,2402,3.5
15,2405,4.0
15,2408,5.0
15,2410,4.0
15,2414,1.0
15,2415,1.0
15,2416,5.0
15,2417,2.5
15,2418,2.0
15,2419,4.0
15,2426,3.0
15,2427,3.0
15,2434,4.0
15,2437,4.0
15,2443,4.0
15,2448,3.0
15,2454,3.0
15,2459,4.0
15,2474,3.0
15,2477,1.0
15,2478,3.0
15,2479,5.0
15,2483,3.0
15,2494,4.0
15,2497,4.0
15,2500,3.0
15,2501,4.0
15,2506,2.0
15,2507,1.0
15,2517,4.0
15,2518,3.5
15,2521,1.0
15,2531,1.5
15,2532,1.0
15,2533,1.0
15,2534,3.0
15,2535,3.0
15,2539,1.0
15,2542,3.0
15,2548,2.5
15,2551,2.5
15,2552,1.0
15,2553,4.0
15,2554,2.0
15,2559,1.0
15,2560,2.0
15,2562,2.0
15,2582,5.0
15,2589,2.0
15,2593,1.0
15,2603,4.0
15,2607,2.0
15,2610,3.0
15,2612,2.0
15,2613,2.0
15,2618,4.0
15,2619,1.0
15,2622,4.0
15,2623,5.0
15,2624,3.0
15,2629,2.0
15,2630,1.0
15,2632,0.5
15,2637,2.0
15,2638,3.0
15,2644,4.0
15,2646,5.0
15,2647,4.0
15,2652,3.0
15,2658,1.5
